iteration,time_sec,hvm_busy_cores,hvm_cores,primary_busy_cores,primary_cores,primary_cores_mask,system_busy_mask_raw,f_min,f_max,f_avg,f_stddev,f_med,pred_peak,upper_bound,cpu_max,overpredicted,safeguard,explore,update_model
82,0.554,3,3,4,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111111110000001111001100000000000000000000110000,2,5,3.171717,0.841360,3.000000,8,8,5,1,0,0,1
82,0.559,3,3,4,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111111000011001111001100000000000000000000110000,2,7,3.535354,1.047490,4.000000,7,7,7,1,0,0,1
83,0.564,4,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111110000110011001100000000000000000000000000,2,6,3.222222,0.969802,3.000000,7,7,6,1,0,0,1
83,0.569,4,4,4,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111111000011001100000000000000000000000000,2,6,3.474747,0.913904,4.000000,8,8,6,1,0,0,1
84,0.574,3,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111111001100000011001100000000000000000000000000,2,6,3.535354,0.967274,3.000000,8,8,6,1,0,0,1
84,0.579,3,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111111001100000011001100000000000000000000000000,2,7,3.636364,1.029411,4.000000,7,7,7,1,0,0,1
85,0.584,4,4,4,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111100110011001100000000000000000000000000,2,6,3.525253,0.891525,4.000000,8,8,6,1,0,0,1
86,0.589,3,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111111001100000011001100000000000000000000000000,2,6,3.575758,0.933018,4.000000,8,8,6,1,0,1,1
87,0.594,1,1,4,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000110011000000001111001100000000000000000000110000,2,7,3.606061,1.052349,4.000000,7,7,7,1,0,0,1
88,0.599,4,4,2,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111100111100000011001100000000000000000000110000,2,6,2.929293,0.923897,3.000000,7,7,6,1,0,0,1
88,0.604,4,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111100111100001111001100000000000000000000110000,2,6,3.111111,0.863267,3.000000,7,7,6,1,0,0,1
88,0.609,4,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111100111111000011001100000000000000000000001100,2,6,3.080808,0.883939,3.000000,7,7,6,1,0,0,1
88,0.614,4,4,2,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111100111100000011001100000000000000000000001100,2,6,3.121212,0.934985,3.000000,7,7,6,1,0,1,1
89,0.620,1,1,3,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000110000000000001111001100000000000000000000001100,2,6,3.424242,0.995859,3.000000,7,7,6,1,0,0,1
90,0.625,4,4,4,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111110011000011111100000000000000000000001100,2,5,2.717172,0.711243,3.000000,8,8,5,1,0,0,1
91,0.630,3,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111111001100000011001100000000000000000000001100,2,5,3.161616,0.812865,3.000000,8,8,5,1,0,0,1
91,0.635,3,3,2,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111111000000000011001100000000000000000000001100,2,5,3.040404,0.709520,3.000000,8,8,5,1,0,0,1
91,0.640,3,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111111110000000011001100000000000000000000000011,2,5,2.898990,0.745288,3.000000,8,8,5,1,0,1,1
92,0.645,1,1,5,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000111111000011000011001100000000000000000000110000,2,7,3.454545,1.056703,3.000000,7,7,7,1,0,0,1
93,0.651,4,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000110011111100110011001100000000000000000000110000,2,5,2.878788,0.867747,3.000000,8,8,5,1,0,0,1
94,0.656,3,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000110000111100001111001100000000000000000000000000,2,6,3.252525,0.891525,3.000000,7,7,6,1,0,0,1
95,0.661,4,4,2,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111100111100000011001100000000000000000000000000,2,6,3.202020,0.920911,3.000000,7,7,6,1,0,0,1
95,0.666,4,4,5,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111111000011111100000000000000000000000000,2,5,3.343434,0.806058,3.000000,8,8,5,1,0,0,1
96,0.671,3,3,4,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111100110000111111001100000000000000000000000000,2,6,3.494949,0.978287,3.000000,7,7,6,1,0,0,1
